scene_key,target_class,viewpoint_1,viewpoint_2,ordered_label,best_constituent_single,best_box_score,mean_quality_score,unanimous_best_box_score,noisy_or_best_iou_score,noisy_or_mean_iou_score,support_weighted_or_score
S0-SM_barrel_1,barrel,elhigh-radfar-az270,elhigh-radmid-az045,elhigh-radfar-az270 + elhigh-radmid-az045,0.7210195804470629,0.7210195804470629,0.6569412599312336,0.7210195804470629,0.8768903324932752,0.7989190637489734,0.7989190637489734
S0-SM_barrel_1,barrel,elhigh-radfar-az270,elhigh-radnear-az090,elhigh-radfar-az270 + elhigh-radnear-az090,0.7210195804470629,0.7210195804470629,0.7203836408384117,0.7210195804470629,0.8882301638808464,0.8573346789036909,0.8573346789036909
S0-SM_barrel_1,barrel,elhigh-radfar-az270,ellow-radfar-az135,elhigh-radfar-az270 + ellow-radfar-az135,0.7210195804470629,0.7210195804470629,0.7081282554594832,0.7210195804470629,0.8769253057463284,0.8611042514164692,0.8611042514164692
S0-SM_barrel_1,barrel,elhigh-radfar-az270,ellow-radmid-az135,elhigh-radfar-az270 + ellow-radmid-az135,0.7424794234530765,0.7424794234530765,0.7317495019500697,0.7424794234530765,0.8867679358446001,0.8727068575941123,0.8727068575941123
S0-SM_barrel_1,barrel,elhigh-radfar-az270,ellow-radnear-az090,elhigh-radfar-az270 + ellow-radnear-az090,0.8696051268801597,0.8696051268801597,0.7953123536636113,0.8696051268801597,0.950498133042652,0.9246283578282655,0.9246283578282655
S0-SM_barrel_1,barrel,elhigh-radfar-az270,ellow-radnear-az135,elhigh-radfar-az270 + ellow-radnear-az135,0.7902033012941416,0.7902033012941416,0.7556114408706023,0.7902033012941416,0.8997175679376889,0.8798546169046848,0.8798546169046848
S0-SM_barrel_1,barrel,elhigh-radfar-az270,ellow-radnear-az270,elhigh-radfar-az270 + ellow-radnear-az270,0.7445566805165171,0.7445566805165171,0.73278813048179,0.7445566805165171,0.8979221209312372,0.8881985054064241,0.8881985054064241
S0-SM_barrel_1,barrel,elhigh-radfar-az270,elmid-radfar-az225,elhigh-radfar-az270 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.74583840878182,0.770657237116577,0.9157488310679531,0.8985463090108058,0.8985463090108058
S0-SM_barrel_1,barrel,elhigh-radfar-az270,elmid-radmid-az090,elhigh-radfar-az270 + elmid-radmid-az090,0.7210195804470629,0.7210195804470629,0.7165230570767029,0.7210195804470629,0.8892543907356824,0.8513937167156722,0.8513937167156722
S0-SM_barrel_1,barrel,elhigh-radmid-az045,elhigh-radnear-az090,elhigh-radmid-az045 + elhigh-radnear-az090,0.7197477012297604,0.7197477012297604,0.6563053203225824,0.7197477012297604,0.8264511605798663,0.7783663662899324,0.7783663662899324
S0-SM_barrel_1,barrel,elhigh-radmid-az045,ellow-radfar-az135,elhigh-radmid-az045 + ellow-radfar-az135,0.6952369304719035,0.6952369304719035,0.6440499349436539,0.6952369304719035,0.845300026466449,0.7831454648455727,0.7831454648455727
S0-SM_barrel_1,barrel,elhigh-radmid-az045,ellow-radmid-az135,elhigh-radmid-az045 + ellow-radmid-az135,0.7424794234530765,0.7424794234530765,0.6676711814342404,0.7424794234530765,0.8586588087096454,0.793869339101446,0.793869339101446
S0-SM_barrel_1,barrel,elhigh-radmid-az045,ellow-radnear-az090,elhigh-radmid-az045 + ellow-radnear-az090,0.8696051268801597,0.8696051268801597,0.731234033147782,0.8696051268801597,0.9505072061049664,0.8447206729391249,0.8447206729391249
S0-SM_barrel_1,barrel,elhigh-radmid-az045,ellow-radnear-az135,elhigh-radmid-az045 + ellow-radnear-az135,0.7902033012941416,0.7902033012941416,0.691533120354773,0.7902033012941416,0.8599994934232907,0.7998608779344789,0.7998608779344789
S0-SM_barrel_1,barrel,elhigh-radmid-az045,ellow-radnear-az270,elhigh-radmid-az045 + ellow-radnear-az270,0.7445566805165171,0.7445566805165171,0.6687098099659607,0.7445566805165171,0.8979393225938256,0.8101018600833105,0.8101018600833105
S0-SM_barrel_1,barrel,elhigh-radmid-az045,elmid-radfar-az225,elhigh-radmid-az045 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.6817600882659907,0.770657237116577,0.9157651047254134,0.820193623636033,0.820193623636033
S0-SM_barrel_1,barrel,elhigh-radmid-az045,elmid-radmid-az090,elhigh-radmid-az045 + elmid-radmid-az090,0.712026533706343,0.712026533706343,0.6524447365608737,0.712026533706343,0.813544427794635,0.7723338699491926,0.7723338699491926
S0-SM_barrel_1,barrel,elhigh-radnear-az090,ellow-radfar-az135,elhigh-radnear-az090 + ellow-radfar-az135,0.7197477012297604,0.7197477012297604,0.7074923158508319,0.7197477012297604,0.8562173421509883,0.8413462220752511,0.8413462220752511
S0-SM_barrel_1,barrel,elhigh-radnear-az090,ellow-radmid-az135,elhigh-radnear-az090 + ellow-radmid-az135,0.7424794234530765,0.7424794234530765,0.7311135623414184,0.7424794234530765,0.8671110335319814,0.8501620214238326,0.8501620214238326
S0-SM_barrel_1,barrel,elhigh-radnear-az090,ellow-radnear-az090,elhigh-radnear-az090 + ellow-radnear-az090,0.8696051268801597,0.8696051268801597,0.79467641405496,0.8696051268801597,0.9563929539137743,0.8989071623969834,0.8989071623969834
S0-SM_barrel_1,barrel,elhigh-radnear-az090,ellow-radnear-az135,elhigh-radnear-az090 + ellow-radnear-az135,0.7902033012941416,0.7902033012941416,0.754975501261951,0.7902033012941416,0.8650772712606905,0.853577564343067,0.853577564343067
S0-SM_barrel_1,barrel,elhigh-radnear-az090,ellow-radnear-az270,elhigh-radnear-az090 + ellow-radnear-az270,0.7445566805165171,0.7445566805165171,0.7321521908731388,0.7445566805165171,0.9090981402430867,0.8683170156488754,0.8683170156488754
S0-SM_barrel_1,barrel,elhigh-radnear-az090,elmid-radfar-az225,elhigh-radnear-az090 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.7452024691731687,0.770657237116577,0.9263219201002848,0.8779108769803458,0.8779108769803458
S0-SM_barrel_1,barrel,elhigh-radnear-az090,elmid-radmid-az090,elhigh-radnear-az090 + elmid-radmid-az090,0.7197477012297604,0.7197477012297604,0.7158871174680517,0.7197477012297604,0.834915146085498,0.8279225765964647,0.8279225765964647
S0-SM_barrel_1,barrel,ellow-radfar-az135,ellow-radmid-az135,ellow-radfar-az135 + ellow-radmid-az135,0.7424794234530765,0.7424794234530765,0.71885817696249,0.7424794234530765,0.858684876275156,0.8567472360897036,0.8567472360897036
S0-SM_barrel_1,barrel,ellow-radfar-az135,ellow-radnear-az090,ellow-radfar-az135 + ellow-radnear-az090,0.8696051268801597,0.8696051268801597,0.7824210286760316,0.8696051268801597,0.9505253583808239,0.9084394181691694,0.9084394181691694
S0-SM_barrel_1,barrel,ellow-radfar-az135,ellow-radnear-az135,ellow-radfar-az135 + ellow-radnear-az135,0.7902033012941416,0.7902033012941416,0.7427201158830226,0.7902033012941416,0.8672767320306175,0.8636459429319715,0.8636459429319715
S0-SM_barrel_1,barrel,ellow-radfar-az135,ellow-radnear-az270,ellow-radfar-az135 + ellow-radnear-az270,0.7445566805165171,0.7445566805165171,0.7198968054942103,0.7445566805165171,0.8979737375811463,0.8723996408619797,0.8723996408619797
S0-SM_barrel_1,barrel,ellow-radfar-az135,elmid-radfar-az225,ellow-radfar-az135 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.7329470837942402,0.770657237116577,0.915797663073322,0.8826926054030467,0.8826926054030467
S0-SM_barrel_1,barrel,ellow-radfar-az135,elmid-radmid-az090,ellow-radfar-az135 + elmid-radmid-az090,0.712026533706343,0.712026533706343,0.7036317320891232,0.712026533706343,0.8572034068925755,0.8353853063019337,0.8353853063019337
S0-SM_barrel_1,barrel,ellow-radmid-az135,ellow-radnear-az090,ellow-radmid-az135 + ellow-radnear-az090,0.8696051268801597,0.8696051268801597,0.8060422751666181,0.8696051268801597,0.955634009167052,0.915296237633906,0.915296237633906
S0-SM_barrel_1,barrel,ellow-radmid-az135,ellow-radnear-az135,ellow-radmid-az135 + ellow-radnear-az135,0.7902033012941416,0.7902033012941416,0.7663413623736091,0.7902033012941416,0.8756732527039405,0.8700478819330929,0.8700478819330929
S0-SM_barrel_1,barrel,ellow-radmid-az135,ellow-radnear-az270,ellow-radmid-az135 + ellow-radnear-az270,0.7445566805165171,0.7445566805165171,0.7435180519847968,0.7445566805165171,0.907659253238471,0.8837495615927403,0.8837495615927403
S0-SM_barrel_1,barrel,ellow-radmid-az135,elmid-radfar-az225,ellow-radmid-az135 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.7565683302848267,0.770657237116577,0.9249606589944511,0.8934694409962148,0.8934694409962148
S0-SM_barrel_1,barrel,ellow-radmid-az135,elmid-radmid-az090,ellow-radmid-az135 + elmid-radmid-az090,0.7424794234530765,0.7424794234530765,0.7272529785797097,0.7424794234530765,0.8678744483791929,0.8439260565919965,0.8439260565919965
S0-SM_barrel_1,barrel,ellow-radnear-az090,ellow-radnear-az135,ellow-radnear-az090 + ellow-radnear-az135,0.8696051268801597,0.8696051268801597,0.8299042140871506,0.8696051268801597,0.962355296822202,0.9160735047742011,0.9160735047742011
S0-SM_barrel_1,barrel,ellow-radnear-az090,ellow-radnear-az270,ellow-radnear-az090 + ellow-radnear-az270,0.8696051268801597,0.8696051268801597,0.8070809036983384,0.8696051268801597,0.9513296438342036,0.9353940706833532,0.9353940706833532
S0-SM_barrel_1,barrel,ellow-radnear-az090,elmid-radfar-az225,ellow-radnear-az090 + elmid-radfar-az225,0.8696051268801597,0.8696051268801597,0.8201311819983683,0.8696051268801597,0.9528186963675601,0.9444710236394346,0.9444710236394346
S0-SM_barrel_1,barrel,ellow-radnear-az090,elmid-radmid-az090,ellow-radnear-az090 + elmid-radmid-az090,0.8696051268801597,0.8696051268801597,0.7908158302932513,0.8696051268801597,0.9569245615506551,0.8923558393460239,0.8923558393460239
S0-SM_barrel_1,barrel,ellow-radnear-az135,ellow-radnear-az270,ellow-radnear-az135 + ellow-radnear-az270,0.7902033012941416,0.7902033012941416,0.7673799909053294,0.7902033012941416,0.9204021749110255,0.890555602686794,0.890555602686794
S0-SM_barrel_1,barrel,ellow-radnear-az135,elmid-radfar-az225,ellow-radnear-az135 + elmid-radfar-az225,0.7902033012941416,0.7902033012941416,0.7804302692053593,0.7902033012941416,0.9370161182430852,0.899504895277727,0.899504895277727
S0-SM_barrel_1,barrel,ellow-radnear-az135,elmid-radmid-az090,ellow-radnear-az135 + elmid-radmid-az090,0.7902033012941416,0.7902033012941416,0.7511149175002423,0.7902033012941416,0.8655359021032667,0.84697380095748,0.84697380095748
S0-SM_barrel_1,barrel,ellow-radnear-az270,elmid-radfar-az225,ellow-radnear-az270 + elmid-radfar-az225,0.770657237116577,0.770657237116577,0.757606958816547,0.770657237116577,0.9172402483345046,0.9097809682310962,0.9097809682310962
S0-SM_barrel_1,barrel,ellow-radnear-az270,elmid-radmid-az090,ellow-radnear-az270 + elmid-radmid-az090,0.7445566805165171,0.7445566805165171,0.72829160711143,0.7445566805165171,0.9101060177250321,0.8623412301794878,0.8623412301794878
S0-SM_barrel_1,barrel,elmid-radfar-az225,elmid-radmid-az090,elmid-radfar-az225 + elmid-radmid-az090,0.770657237116577,0.770657237116577,0.74134188541146,0.770657237116577,0.9272754240315989,0.8718601829764246,0.8718601829764246
S0-SM_barrel_10,barrel,elhigh-radnear-az090,ellow-radfar-az000,elhigh-radnear-az090 + ellow-radfar-az000,0.7357144434853957,0.7357144434853957,0.731391651179722,0.7357144434853957,0.836053136877675,0.8331155526462559,0.8331155526462559
S0-SM_barrel_10,barrel,elhigh-radnear-az090,ellow-radfar-az180,elhigh-radnear-az090 + ellow-radfar-az180,0.7389912149866511,0.7389912149866511,0.7373528292360234,0.7389912149866511,0.884918178299511,0.8578527003238912,0.8578527003238912
S0-SM_barrel_10,barrel,elhigh-radnear-az090,ellow-radmid-az090,elhigh-radnear-az090 + ellow-radmid-az090,0.7357144434853957,0.7357144434853957,0.36785722174269786,0.0,0.7357144434853957,0.7357144434853957,0.36785722174269786
S0-SM_barrel_10,barrel,elhigh-radnear-az090,ellow-radnear-az225,elhigh-radnear-az090 + ellow-radnear-az225,0.8603070242446513,0.8603070242446513,0.7980107338650235,0.8603070242446513,0.9209177318569491,0.8823210191364811,0.8823210191364811
S0-SM_barrel_10,barrel,elhigh-radnear-az090,elmid-radfar-az225,elhigh-radnear-az090 + elmid-radfar-az225,0.7357144434853957,0.7357144434853957,0.7248450779942974,0.7357144434853957,0.8339962368297347,0.8321190975676437,0.8321190975676437
S0-SM_barrel_10,barrel,elhigh-radnear-az090,elmid-radfar-az270,elhigh-radnear-az090 + elmid-radfar-az270,0.7357144434853957,0.7357144434853957,0.7282457264869908,0.7357144434853957,0.8402728231043223,0.836993899042814,0.836993899042814
S0-SM_barrel_10,barrel,elhigh-radnear-az090,elmid-radmid-az000,elhigh-radnear-az090 + elmid-radmid-az000,0.7357144434853957,0.7357144434853957,0.7138041015405268,0.7357144434853957,0.8333566970638607,0.8212847727328525,0.8212847727328525
S0-SM_barrel_10,barrel,elhigh-radnear-az090,elmid-radmid-az180,elhigh-radnear-az090 + elmid-radmid-az180,0.7357144434853957,0.7357144434853957,0.6576262623876961,0.7357144434853957,0.8332737481114088,0.7557942037505229,0.7557942037505229
S0-SM_barrel_10,barrel,ellow-radfar-az000,ellow-radfar-az180,ellow-radfar-az000 + ellow-radfar-az180,0.7389912149866511,0.7389912149866511,0.7330300369303497,0.7389912149866511,0.8842239391566403,0.8542629030357749,0.8542629030357749
S0-SM_barrel_10,barrel,ellow-radfar-az000,ellow-radmid-az090,ellow-radfar-az000 + ellow-radmid-az090,0.7270688588740484,0.7270688588740484,0.3635344294370242,0.0,0.7270688588740484,0.7270688588740484,0.3635344294370242
S0-SM_barrel_10,barrel,ellow-radfar-az000,ellow-radnear-az225,ellow-radfar-az000 + ellow-radnear-az225,0.8603070242446513,0.8603070242446513,0.7936879415593499,0.8603070242446513,0.9206293798982277,0.8790811426657579,0.8790811426657579
