scene_key,file_name,image_id,target_class,viewpoint,elevation,radius,azimuth,precision,recall,f1,ap50,ap50_95,tp,fp,fn,num_gt,num_pred,target_visible,target_detected,target_precision,target_recall,target_f1,target_ap50,target_ap50_95,target_best_iou,target_match_confidence_iou50,target_match_iou_at_confidence_iou50,target_strict_quality_iou50,target_tp,target_fp,target_fn,focus_class_name,camera_to_target_distance_m,radius_name,elevation_name,azimuth_deg,yaw_error_deg,pitch_error_deg,bbox_area_norm,bbox_center_distance_norm,class_train_scene_count,class_train_row_count,class_train_mean_quality,geometry_prior_source,predicted_geometry_prior,geometry_weight,predicted_viewpoint_cell_prior,viewpoint_cell_prior_support,viewpoint_cell_weight,predicted_hybrid_prior,hybrid_weight
S0-SM_barrel_1,S0-SM_barrel_1-elhigh-radfar-az270.png,1,barrel,elhigh-radfar-az270,high,far,270,1.0,1.0,1.0,1.0,0.946875,4,0,0,4,4,1,1,1.0,1.0,1.0,1.0,0.9,0.919851779937744,0.7838432192802429,0.919851779937744,0.7210195804470629,1,0,0,barrel,30.805448352393167,far,high,270.0,2.302778625562496e-07,1.229222256426965e-06,0.000651046875,0.0039835904658987,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.670044566276303,0.98114154762559,0.6781622793217834,1.0,0.9930282577662088,0.6741034227990432,0.9870849026958994
S0-SM_barrel_1,S0-SM_barrel_1-elhigh-radmid-az045.png,2,barrel,elhigh-radmid-az045,high,mid,45,0.8,1.0,0.888888888888889,1.0,0.8725000008940696,4,1,0,4,5,1,1,1.0,1.0,1.0,1.0,0.6,0.7562691569328308,0.7839311361312866,0.7562691569328308,0.5928629394154044,1,0,0,barrel,26.850772281723483,mid,high,45.0,1.3901066893140523e-06,5.268460867569047e-07,0.000949421441,0.0079671809317976,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.6938061294775726,1.015935437564671,0.6814370348436327,3.0,0.9978234592535644,0.6876215821606027,1.0068794484091177
S0-SM_barrel_1,S0-SM_barrel_1-elhigh-radnear-az090.png,3,barrel,elhigh-radnear-az090,high,near,90,0.8,1.0,0.888888888888889,1.0,0.8850000008940697,4,1,0,4,5,1,1,1.0,1.0,1.0,1.0,0.8,0.8558610081672668,0.8409633040428162,0.8558610081672668,0.7197477012297604,1,0,0,barrel,23.78930919955355,near,high,90.0,-1.2766571160227611e-06,4.746074608874551e-07,0.001085064236,0.0052260520471958,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.7073251668195129,1.0357312688983882,0.6934816451367332,1.0,1.0154602974256788,0.700403405978123,1.0255957831620335
S0-SM_barrel_1,S0-SM_barrel_1-ellow-radfar-az135.png,4,barrel,ellow-radfar-az135,low,far,135,0.3333333333333333,1.0,0.5,1.0,0.886458333581686,4,8,0,4,12,1,1,1.0,1.0,1.0,1.0,0.8,0.8866607546806335,0.7841070294380188,0.8866607546806335,0.6952369304719035,1,0,0,barrel,22.09846805933305,far,low,135.0,2.465757518166356e-07,1.858367163265484e-06,0.001302121528,0.0039835904658987,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.5165141615888782,0.7563280554429126,0.6253870510458164,6.0,0.9157498620398806,0.5709506063173473,0.8360389587413966
S0-SM_barrel_1,S0-SM_barrel_1-ellow-radmid-az135.png,5,barrel,ellow-radmid-az135,low,mid,135,0.1538461538461538,0.5714285714285714,0.2424242424242424,0.6043956292035815,0.5318681523121974,4,22,3,7,26,1,1,1.0,1.0,1.0,1.0,0.8,0.8906804323196411,0.8336092233657837,0.8906804323196411,0.7424794234530765,1,0,0,barrel,16.119495495316883,mid,low,135.0,-2.692720499908319e-07,3.0500663097399183e-06,0.00238715625,0.0019529999999999,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.632158548039607,0.9256653174806313,0.6999093221573803,2.0,1.0248722996969943,0.6660339350984936,0.9752688085888127
S0-SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az090.png,6,barrel,ellow-radnear-az090,low,near,90,0.2432432432432432,0.75,0.3673469387755103,0.7577444964668878,0.4098571415969513,18,56,6,24,74,1,1,1.0,1.0,1.0,1.0,1.0,0.9728056192398072,0.8939145803451538,0.9728056192398072,0.8696051268801597,1,0,0,barrel,10.138658303343846,near,low,90.0,-1.2766571160227611e-06,4.4323456585004806e-06,0.005859375,0.0068104819946902,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.801312876440404,1.1733568113122332,0.7765070157660983,4.0,1.137033763925357,0.7889099461032512,1.155195287618795
S0-SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az135.png,7,barrel,ellow-radnear-az135,low,near,135,0.2711864406779661,0.7619047619047619,0.4,0.7529056978764439,0.3803562354288873,16,43,5,21,59,1,1,1.0,1.0,1.0,1.0,0.8,0.8792368769645691,0.8987376689910889,0.8792368769645691,0.7902033012941416,1,0,0,barrel,10.16533275880544,near,low,135.0,5.416106603206572e-07,3.983564097254089e-06,0.006347625,0.0052260520471958,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.8027001285350908,1.1753881548013565,0.7103455988687414,1.0,1.0401540663128157,0.7565228637019161,1.107771110557086
S0-SM_barrel_1,S0-SM_barrel_1-ellow-radnear-az270.png,8,barrel,ellow-radnear-az270,low,near,270,0.2065217391304347,0.59375,0.3064516129032258,0.5010146989952773,0.2548972777964081,19,73,13,32,92,1,1,1.0,1.0,1.0,1.0,0.9,0.940214991569519,0.7919004559516907,0.940214991569519,0.7445566805165171,1,0,0,barrel,10.109161794726749,near,low,270.0,1.2349792086752132e-06,4.578181522774116e-06,0.005371125,0.0052260520471958,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.7533854779622673,1.1031770586760234,0.7441848599515891,2.0,1.0897046584082684,0.7487851689569283,1.096440858542146
S0-SM_barrel_1,S0-SM_barrel_1-elmid-radfar-az225.png,9,barrel,elmid-radfar-az225,mid,far,225,1.0,1.0,1.0,1.0,0.907291667163372,4,0,0,4,4,1,1,1.0,1.0,1.0,1.0,1.0,0.9557600617408752,0.8063291907310486,0.9557600617408752,0.770657237116577,1,0,0,barrel,24.87936076427861,far,mid,225.0,-4.19512673488498e-07,2.3915267952645536e-06,0.001085064236,0.0034719999999999,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.6558747183225435,0.9603927388885336,0.709296437423566,4.0,1.0386177865848132,0.6825855778730547,0.9995052627366734
S0-SM_barrel_1,S0-SM_barrel_1-elmid-radmid-az090.png,10,barrel,elmid-radmid-az090,mid,mid,90,1.0,1.0,1.0,1.0,0.84375,4,0,0,4,4,1,1,1.0,1.0,1.0,1.0,0.7,0.8415250182151794,0.8461145162582397,0.8415250182151794,0.712026533706343,1,0,0,barrel,19.76210981125151,mid,mid,90.0,-1.0661581768545147e-06,1.204346652627919e-06,0.001627628472,0.0039835904658987,19,202,0.6829234455495675,class_regression_leave_one_scene_out,0.7528352119355333,1.102371308001742,0.6998875078465053,2.0,1.0248403571549463,0.7263613598910192,1.0636058325783442
S0-SM_barrel_10,S0-SM_barrel_10-elhigh-radnear-az090.png,11,barrel,elhigh-radnear-az090,high,near,90,0.75,1.0,0.8571428571428571,1.0,0.9287566155274078,9,3,0,9,12,1,1,1.0,1.0,1.0,1.0,0.8,0.8566872477531433,0.8629654049873352,0.8525422215461731,0.7357144434853957,2,0,0,barrel,23.78930962053806,near,high,90.0,-1.3020663232055083e-06,2.659224492163048e-06,0.001085064236,0.0052260520471958,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.7076685638878146,1.029497158464848,0.6938634923684166,1.0,1.009413912399,0.7007660281281156,1.019455535431924
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az000.png,12,barrel,ellow-radfar-az000,low,far,0,0.9230769230769232,1.0,0.96,1.0,0.91903490114246,12,1,0,12,13,1,1,1.0,1.0,1.0,1.0,0.7375,0.8623336553573608,0.8588598966598511,0.8465511798858643,0.7270688588740484,2,0,0,barrel,22.01219226296702,far,low,0.0,1.9881080390860006e-06,1.9395960659807088e-06,0.001302121528,0.0039835904658987,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.5223155483546549,0.7598505858434178,0.6494033554994074,6.0,0.9447345032697578,0.5858594519270311,0.8522925445565879
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radfar-az180.png,13,barrel,ellow-radfar-az180,low,far,180,0.2241379310344827,0.7222222222222222,0.3421052631578947,0.7429358183452681,0.5355758579498773,13,45,5,18,58,1,1,1.0,0.5,0.6666666666666666,0.75,0.675,0.9080906510353088,0.81378573179245,0.9080906510353088,0.7389912149866511,1,0,1,barrel,22.10092613945911,far,low,180.0,-1.734229670091736e-06,2.203321400884306e-06,0.001302121528,0.0039835904658987,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.5090797273016889,0.740595470017561,0.6653630659833724,2.0,0.9679522600440552,0.5872213966425306,0.854273865030808
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radmid-az090.png,14,barrel,ellow-radmid-az090,low,mid,90,0.0434782608695652,1.0,0.0833333333333333,1.0,1.0,1,22,0,1,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,barrel,16.092594452785537,mid,low,90.0,-1.0760948612187349e-06,2.8040834250120383e-06,0.90625,0.0489512856623806,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.6628408157182046,0.9642829583208561,0.723244780780468,2.0,1.0521570190958212,0.6930427982493363,1.0082199887083387
S0-SM_barrel_10,S0-SM_barrel_10-ellow-radnear-az225.png,15,barrel,ellow-radnear-az225,low,near,225,0.2926829268292683,0.7741935483870968,0.4247787610619468,0.7883174390121646,0.4579121683371158,24,58,7,31,82,1,1,0.5,1.0,0.6666666666666666,1.0,0.93125,0.9706000089645386,0.92452210187912,0.9305424094200134,0.8603070242446513,2,2,0,barrel,10.144538605562026,near,low,225.0,-1.9139912410537363e-06,3.884285177946367e-06,0.005859375,0.0039835904658987,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.7688890007577087,1.1185590004255488,0.7776774705654235,4.0,1.131344229494634,0.7732832356615661,1.1249516149600916
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az225.png,16,barrel,elmid-radfar-az225,mid,far,225,0.34375,0.8461538461538461,0.4888888888888889,0.8725961614400148,0.7201920775016198,11,21,2,13,32,1,1,0.6666666666666666,1.0,0.8,1.0,0.7666666671633721,0.9314017295837402,0.8412536382675171,0.84870445728302,0.7139757125031991,2,1,0,barrel,24.8793601372195,far,mid,225.0,1.4167793835895282e-06,1.63223736038276e-06,0.001085064236,0.0034719999999999,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.6490966771021522,0.9442883558009453,0.7186161253019947,4.0,1.045423375825839,0.6838564012020735,0.9948558658133922
S0-SM_barrel_10,S0-SM_barrel_10-elmid-radfar-az270.png,17,barrel,elmid-radfar-az270,mid,far,270,0.6470588235294118,1.0,0.7857142857142858,1.0,0.9177807578448464,11,6,0,11,17,1,1,0.6666666666666666,1.0,0.8,1.0,0.6333333343267441,0.859248161315918,0.8388461470603943,0.859248161315918,0.7207770094885859,2,1,0,barrel,24.84765953207317,far,mid,270.0,2.2500506702272105e-07,4.4427165590832374e-07,0.000406889323,0.0208329999999999,19,203,0.6873924401530807,class_regression_leave_one_scene_out,0.6465708226367717,0.9406138107843925,0.6873924401530807,0.0,1.0,0.6669816313949262,0.9703069053921962
